Movie_Title,Rating,Vote_Count,Runtime,Genre
Iron Dusk,5.1,21,None,Adventure
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.9,11,1h 14m,Adventure
Yaren Leylek,5.2,38,1h 35m,Adventure
Six Nine Five (695),7.0,707,2h 17m,Adventure
Die Chaosschwestern und Pinguin Paul,5.6,74,1h 40m,Adventure
Rocky and Bullwinkle,8.6,17,1h 40m,Adventure
A Trip Elsewhere,5.4,113,1h 33m,Adventure
Tulang Belulang Tulang,7.1,50,1h 35m,Adventure
Oro Negro,None,None,None,Adventure
The Eye of the Salamander,8.4,21,1h 21m,Adventure
Duffle Bag Boy,6.8,60,None,Adventure
Zak & Wowo: The Legend of Lendarys,5.7,103,1h 25m,Adventure
Cazatesoros,6.5,30,1h 46m,Adventure
Kiyma: Orman Kanunlari,3.9,42,1h 21m,Adventure
Triple 7: They Said It Couldn't Be Done,8.5,14,1h 37m,Adventure
Mountain Boy,8.0,29,1h 33m,Adventure
"Fallen Leaves, Broken Lighters",7.7,8,1h 36m,Adventure
Arctic Hollow,2.3,184,1h 10m,Adventure
Permafrost,5.7,115,1h 20m,Adventure
Old Wild Mob,None,None,None,Adventure
The Trail,7.8,38,1h 20m,Adventure
STEVE (A Minecraft Movie),6.9,12,1h 1m,Adventure
De Legende van Familie Vos,5.6,60,1h 21m,Adventure
Elephant Steps,6.9,41,None,Adventure
Warrior Awang and Master Tok Gajah,4.6,484,1h 58m,Adventure
Letuchiy korabl,3.8,306,1h 40m,Adventure
Champions of the Golden Valley,9.2,78,1h 21m,Adventure
Mama,8.5,7,1h 40m,Adventure
Kade,6.3,18,1h 32m,Adventure
Peter Brook's the Mahabharata (8K),None,None,2h 53m,Adventure
Tay 2: Ebabil Takimi,4.9,46,1h 18m,Adventure
Il cammino: Viaggio in Calabria,9.7,6,58m,Adventure
Masha i Medved v kino: Park chudes,7.1,19,58m,Adventure
Dreams,6.9,9,1h 46m,Adventure
Lo carga el diablo,7.6,29,1h 43m,Adventure
Shadows of Betrayal: Chronicles of Ian Blair,7.5,14,1h 5m,Adventure
Tipppsy,8.1,34,1h 55m,Adventure
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,76,1h 10m,Adventure
Tri bogatyrya. Ni dnya bez podviga,5.7,78,1h 1m,Adventure
Askepote,3.5,86,1h 12m,Adventure
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.6,38,1h 11m,Adventure
